glottocode,url,total_resources,dictionary,grammar_sketch,grammar,phonology,text,wordlist,comparative,minimal,dialectology,ethnographic,overview,bibliographical,specific_feature,socling,new_testament,unknown,status
kens1251,https://glottolog.org/langdoc?language=kens1251,18,0,0,0,2,0,5,4,1,0,0,6,0,2,0,0,0,ok
pawn1254,https://glottolog.org/langdoc?language=pawn1254,28,2,3,2,0,3,2,6,0,0,7,5,0,2,1,0,0,ok
brem1238,https://glottolog.org/langdoc?language=brem1238,8,0,0,0,0,0,2,4,3,0,0,8,1,0,0,0,0,ok
nort3258,https://glottolog.org/langdoc?language=nort3258,39,3,11,8,1,1,8,6,3,0,4,7,0,0,2,0,0,ok
taha1241,https://glottolog.org/langdoc?language=taha1241,198,18,6,20,0,4,2,4,0,0,12,3,4,2,0,0,0,ok
tagi1241,https://glottolog.org/langdoc?language=tagi1241,21,3,2,0,0,0,5,5,5,0,3,10,0,2,1,0,0,ok
mpur1239,https://glottolog.org/langdoc?language=mpur1239,39,2,2,0,1,3,11,6,3,0,9,10,0,7,0,0,0,ok
hemb1242,https://glottolog.org/langdoc?language=hemb1242,45,2,7,1,0,0,5,7,1,0,4,10,2,1,0,0,0,ok
damp1237,https://glottolog.org/langdoc?language=damp1237,8,0,2,1,0,1,2,3,0,0,0,2,0,0,0,0,0,ok
rita1239,https://glottolog.org/langdoc?language=rita1239,32,2,1,0,0,2,1,10,0,0,2,5,0,1,0,0,0,ok
igoo1238,https://glottolog.org/langdoc?language=igoo1238,21,0,2,4,1,0,2,2,0,0,0,2,0,0,1,0,0,ok
cari1274,https://glottolog.org/langdoc?language=cari1274,8,0,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,ok
burm1262,https://glottolog.org/langdoc?language=burm1262,8,0,0,0,0,0,1,1,5,0,1,1,0,0,0,0,0,ok
ward1248,https://glottolog.org/langdoc?language=ward1248,5,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,ok
taua1242,https://glottolog.org/langdoc?language=taua1242,16,1,3,0,0,0,8,1,1,0,3,3,0,0,0,0,0,ok
saba1263,https://glottolog.org/langdoc?language=saba1263,13,0,2,6,1,0,1,1,0,0,0,1,1,0,1,0,0,ok
dend1243,https://glottolog.org/langdoc?language=dend1243,18,2,1,0,2,0,1,1,0,0,0,3,0,1,3,0,0,ok
eviy1235,https://glottolog.org/langdoc?language=eviy1235,25,2,2,0,0,0,1,4,1,0,2,9,3,0,0,0,0,ok
east2390,https://glottolog.org/langdoc?language=east2390,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,ok
ndog1248,https://glottolog.org/langdoc?language=ndog1248,31,1,3,0,0,1,3,4,0,0,4,7,0,0,0,0,0,ok
main1267,https://glottolog.org/langdoc?language=main1267,22,2,11,2,3,1,0,3,1,2,0,3,0,0,1,0,0,ok
ulwa1239,https://glottolog.org/langdoc?language=ulwa1239,16,2,2,1,1,0,3,1,0,0,1,3,0,1,0,0,0,ok
kasu1251,https://glottolog.org/langdoc?language=kasu1251,19,0,2,0,0,0,2,0,0,0,3,2,0,1,0,0,0,ok
kuli1255,https://glottolog.org/langdoc?language=kuli1255,14,0,0,0,0,1,2,5,0,0,1,6,1,2,2,0,0,ok
tlin1245,https://glottolog.org/langdoc?language=tlin1245,811,34,59,14,4,15,74,51,0,1,26,16,3,23,1,0,0,ok
tian1237,https://glottolog.org/langdoc?language=tian1237,10,0,0,1,0,3,1,2,3,0,0,3,0,1,0,0,0,ok
buki1247,https://glottolog.org/langdoc?language=buki1247,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ok
olom1241,https://glottolog.org/langdoc?language=olom1241,7,0,0,0,1,0,3,1,1,0,0,4,0,2,1,0,0,ok
arbe1236,https://glottolog.org/langdoc?language=arbe1236,29,2,7,3,4,1,1,4,1,1,1,0,0,0,4,0,0,ok
nauk1242,https://glottolog.org/langdoc?language=nauk1242,19,1,1,5,0,3,1,2,0,0,1,1,0,0,1,0,0,ok
hurr1240,https://glottolog.org/langdoc?language=hurr1240,28,2,10,3,1,0,0,7,2,0,0,5,0,1,0,0,0,ok
tidi1241,https://glottolog.org/langdoc?language=tidi1241,7,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,ok
pais1238,https://glottolog.org/langdoc?language=pais1238,5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
kamw1239,https://glottolog.org/langdoc?language=kamw1239,23,0,0,0,1,1,4,3,1,0,3,5,0,0,0,0,0,ok
fran1260,https://glottolog.org/langdoc?language=fran1260,30,7,5,5,3,1,2,6,1,0,0,3,0,0,2,0,0,ok
mili1235,https://glottolog.org/langdoc?language=mili1235,5,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,ok
temi1246,https://glottolog.org/langdoc?language=temi1246,21,1,3,0,0,2,4,7,2,0,5,6,0,1,1,0,0,ok
svan1243,https://glottolog.org/langdoc?language=svan1243,31,3,6,0,0,2,2,5,0,0,1,1,0,0,0,0,0,ok
assy1241,https://glottolog.org/langdoc?language=assy1241,33,4,8,11,0,5,0,1,2,0,0,1,0,0,0,0,0,ok
xing1248,https://glottolog.org/langdoc?language=xing1248,25,0,4,1,0,1,0,3,0,0,7,1,0,1,1,0,0,ok
dong1293,https://glottolog.org/langdoc?language=dong1293,9,0,0,0,0,0,3,5,0,0,1,3,0,0,0,0,0,ok
siss1242,https://glottolog.org/langdoc?language=siss1242,64,0,0,0,0,2,1,3,1,0,0,3,0,2,0,0,0,ok
alam1246,https://glottolog.org/langdoc?language=alam1246,163,0,0,4,0,0,4,8,1,0,7,6,0,1,2,0,0,ok
darl1243,https://glottolog.org/langdoc?language=darl1243,82,5,3,1,0,2,20,18,2,1,4,6,0,1,0,0,0,ok
awut1241,https://glottolog.org/langdoc?language=awut1241,19,0,2,0,0,0,4,4,1,0,0,6,0,3,1,0,0,ok
kich1264,https://glottolog.org/langdoc?language=kich1264,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
chok1243,https://glottolog.org/langdoc?language=chok1243,12,1,0,0,1,1,2,3,1,0,1,3,0,1,0,0,0,ok
west2632,https://glottolog.org/langdoc?language=west2632,30,0,1,7,1,1,2,7,0,0,9,4,1,1,0,0,0,ok
tuxa1239,https://glottolog.org/langdoc?language=tuxa1239,11,0,0,0,0,0,1,1,1,0,1,4,0,0,0,0,0,ok
muru1274,https://glottolog.org/langdoc?language=muru1274,79,2,6,4,3,5,9,8,0,0,5,10,0,6,1,0,0,ok
meta1238,https://glottolog.org/langdoc?language=meta1238,47,0,4,0,6,1,4,5,0,1,1,6,0,8,0,0,0,ok
tana1288,https://glottolog.org/langdoc?language=tana1288,15,0,0,0,0,0,3,6,3,0,1,9,0,0,0,0,0,ok
mzie1235,https://glottolog.org/langdoc?language=mzie1235,3,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,ok
twii1234,https://glottolog.org/langdoc?language=twii1234,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,ok
suku1264,https://glottolog.org/langdoc?language=suku1264,6,0,0,0,1,0,1,3,1,0,0,6,0,0,0,0,0,ok
aram1253,https://glottolog.org/langdoc?language=aram1253,8,0,2,0,0,0,1,2,1,0,1,3,0,0,0,0,0,ok
iris1253,https://glottolog.org/langdoc?language=iris1253,80,2,12,18,1,1,1,7,2,0,7,3,0,7,1,0,0,ok
faga1239,https://glottolog.org/langdoc?language=faga1239,7,0,0,0,0,1,1,4,2,0,1,3,0,0,0,0,0,ok
marg1251,https://glottolog.org/langdoc?language=marg1251,23,0,0,0,0,2,5,11,0,0,1,7,0,1,0,0,0,ok
nort2847,https://glottolog.org/langdoc?language=nort2847,11,0,1,0,1,0,3,4,0,0,2,5,1,0,0,0,0,ok
sanf1266,https://glottolog.org/langdoc?language=sanf1266,3,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,ok
east1236,https://glottolog.org/langdoc?language=east1236,27,2,0,1,2,1,3,2,2,0,7,3,0,4,0,0,0,ok
teke1281,https://glottolog.org/langdoc?language=teke1281,13,0,0,0,0,0,4,7,0,0,1,12,1,0,0,0,0,ok
ambe1247,https://glottolog.org/langdoc?language=ambe1247,13,0,0,0,3,0,6,7,0,0,0,7,0,0,1,0,0,ok
etky1238,https://glottolog.org/langdoc?language=etky1238,5,0,0,0,0,0,4,1,0,0,2,4,0,0,0,0,0,ok
namb1291,https://glottolog.org/langdoc?language=namb1291,11,1,0,1,2,1,2,4,0,0,1,2,0,1,1,0,0,ok
aloa1235,https://glottolog.org/langdoc?language=aloa1235,4,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,ok
dhat1238,https://glottolog.org/langdoc?language=dhat1238,4,1,1,0,0,1,1,3,1,0,0,3,0,0,0,0,0,ok
shos1248,https://glottolog.org/langdoc?language=shos1248,67,3,8,3,1,2,5,13,2,1,25,9,1,4,2,0,0,ok
dubl1239,https://glottolog.org/langdoc?language=dubl1239,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,ok
jaku1244,https://glottolog.org/langdoc?language=jaku1244,17,0,0,0,2,1,7,5,1,0,4,4,0,0,0,0,0,ok
mayo1261,https://glottolog.org/langdoc?language=mayo1261,17,0,4,0,2,0,4,5,2,0,0,6,1,0,1,0,0,ok
nort2945,https://glottolog.org/langdoc?language=nort2945,21,2,0,1,0,0,0,2,0,0,6,0,0,0,0,0,0,ok
gadj1243,https://glottolog.org/langdoc?language=gadj1243,14,0,0,0,0,1,1,5,0,0,0,2,0,0,0,0,0,ok
mina1269,https://glottolog.org/langdoc?language=mina1269,8,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,ok
ozol1235,https://glottolog.org/langdoc?language=ozol1235,5,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,ok
tour1243,https://glottolog.org/langdoc?language=tour1243,7,0,0,0,0,0,3,4,0,0,0,6,0,0,1,0,0,ok
azha1235,https://glottolog.org/langdoc?language=azha1235,8,0,2,0,2,0,2,4,0,0,0,6,0,0,2,0,0,ok
more1262,https://glottolog.org/langdoc?language=more1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
kora1292,https://glottolog.org/langdoc?language=kora1292,89,2,10,0,2,1,10,16,4,0,11,14,1,0,2,0,0,ok
valm1241,https://glottolog.org/langdoc?language=valm1241,21,0,4,0,0,1,6,5,1,0,2,8,0,2,0,0,0,ok
virg1240,https://glottolog.org/langdoc?language=virg1240,5,0,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,ok
bare1279,https://glottolog.org/langdoc?language=bare1279,13,0,3,1,0,0,3,4,0,0,1,7,0,2,3,0,0,ok
oldp1254,https://glottolog.org/langdoc?language=oldp1254,18,0,5,6,0,0,1,0,3,0,0,3,2,0,0,0,0,ok
uppe1395,https://glottolog.org/langdoc?language=uppe1395,39,4,9,8,1,1,3,6,0,0,0,1,0,1,0,0,0,ok
vani1248,https://glottolog.org/langdoc?language=vani1248,17,0,1,0,1,0,1,7,3,0,3,7,0,2,0,0,0,ok
ndeg1238,https://glottolog.org/langdoc?language=ndeg1238,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,ok
simb1256,https://glottolog.org/langdoc?language=simb1256,38,1,1,0,0,0,5,2,1,0,28,4,0,3,0,0,0,ok
puoc1238,https://glottolog.org/langdoc?language=puoc1238,9,0,0,1,0,0,2,1,1,0,4,4,0,0,1,0,0,ok
bint1246,https://glottolog.org/langdoc?language=bint1246,7,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,ok
labe1239,https://glottolog.org/langdoc?language=labe1239,5,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,ok
mala1494,https://glottolog.org/langdoc?language=mala1494,35,0,1,0,1,0,10,6,2,0,3,12,1,0,0,0,0,ok
mahe1238,https://glottolog.org/langdoc?language=mahe1238,7,0,0,0,0,0,3,1,0,0,1,6,0,0,2,0,0,ok
lati1261,https://glottolog.org/langdoc?language=lati1261,135,8,13,10,0,0,1,7,2,1,35,0,2,7,0,0,0,ok
gayi1237,https://glottolog.org/langdoc?language=gayi1237,9,0,1,0,0,0,1,2,1,0,0,3,0,1,2,0,0,ok
ship1254,https://glottolog.org/langdoc?language=ship1254,217,13,13,3,2,5,6,6,1,0,20,14,2,8,3,0,0,ok
xegw1238,https://glottolog.org/langdoc?language=xegw1238,19,1,4,0,0,0,4,1,0,0,2,2,1,0,0,0,0,ok
bata1290,https://glottolog.org/langdoc?language=bata1290,9,3,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,ok
efut1242,https://glottolog.org/langdoc?language=efut1242,8,0,0,0,0,0,7,4,0,0,1,8,0,0,0,0,0,ok
nage1237,https://glottolog.org/langdoc?language=nage1237,21,0,0,0,1,0,0,0,2,3,16,0,0,0,0,0,0,ok
dedu1240,https://glottolog.org/langdoc?language=dedu1240,29,0,0,1,0,0,2,3,2,0,0,5,0,3,0,0,0,ok
minb1244,https://glottolog.org/langdoc?language=minb1244,19,3,1,2,9,0,1,6,1,0,0,6,1,2,0,0,0,ok
kaya1329,https://glottolog.org/langdoc?language=kaya1329,57,2,4,3,0,3,1,2,0,0,5,1,0,4,1,0,0,ok
zeem1242,https://glottolog.org/langdoc?language=zeem1242,5,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,ok
koen1239,https://glottolog.org/langdoc?language=koen1239,6,0,1,0,0,0,1,2,0,0,1,3,0,0,1,0,0,ok
labi1244,https://glottolog.org/langdoc?language=labi1244,9,0,0,0,0,0,2,0,4,0,2,0,0,1,0,0,0,ok
mamt1235,https://glottolog.org/langdoc?language=mamt1235,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
nama1268,https://glottolog.org/langdoc?language=nama1268,9,0,0,1,0,0,2,4,1,0,0,4,1,0,0,0,0,ok
mand1415,https://glottolog.org/langdoc?language=mand1415,344,30,39,61,29,2,12,34,3,3,1,29,1,26,6,0,0,ok
suki1245,https://glottolog.org/langdoc?language=suki1245,12,0,1,1,0,0,3,3,1,0,3,4,0,1,0,1,0,ok
kush1236,https://glottolog.org/langdoc?language=kush1236,14,0,0,0,0,0,1,3,4,0,1,8,1,2,0,0,0,ok
waxi1236,https://glottolog.org/langdoc?language=waxi1236,16,3,2,1,9,0,1,6,0,0,0,0,0,1,1,0,0,ok
gaww1239,https://glottolog.org/langdoc?language=gaww1239,40,2,9,1,0,0,3,8,1,0,2,8,0,2,2,0,0,ok
noma1260,https://glottolog.org/langdoc?language=noma1260,45,3,5,0,2,0,1,5,0,0,0,3,0,7,0,0,0,ok
tilu1238,https://glottolog.org/langdoc?language=tilu1238,10,0,1,0,0,1,2,4,2,0,0,2,1,0,0,0,0,ok
huar1255,https://glottolog.org/langdoc?language=huar1255,22,1,3,4,1,0,3,5,0,0,0,2,0,4,0,0,0,ok
mint1239,https://glottolog.org/langdoc?language=mint1239,5,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,ok
galo1243,https://glottolog.org/langdoc?language=galo1243,19,2,4,0,0,0,6,7,0,0,2,7,0,1,0,0,0,ok
arig1246,https://glottolog.org/langdoc?language=arig1246,27,0,1,0,7,0,3,5,5,0,0,5,0,4,3,0,0,ok
vwan1235,https://glottolog.org/langdoc?language=vwan1235,16,0,1,0,0,0,0,2,1,0,2,6,1,1,0,0,0,ok
ikpo1238,https://glottolog.org/langdoc?language=ikpo1238,21,1,4,4,1,1,5,3,0,0,1,4,0,0,0,0,0,ok
pamo1253,https://glottolog.org/langdoc?language=pamo1253,10,0,0,1,1,0,1,4,3,0,1,6,1,0,0,0,0,ok
bimo1239,https://glottolog.org/langdoc?language=bimo1239,65,1,4,4,1,0,2,3,0,0,1,6,1,4,0,0,0,ok
cadd1256,https://glottolog.org/langdoc?language=cadd1256,25,1,5,0,0,3,1,8,0,0,6,2,0,0,0,0,0,ok
olde1238,https://glottolog.org/langdoc?language=olde1238,30,3,5,8,0,3,1,4,1,1,0,4,0,4,0,0,0,ok
soca1235,https://glottolog.org/langdoc?language=soca1235,6,0,0,0,1,0,0,0,0,1,0,3,1,1,0,0,0,ok
nara1265,https://glottolog.org/langdoc?language=nara1265,6,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,ok
sewa1251,https://glottolog.org/langdoc?language=sewa1251,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,ok
tete1250,https://glottolog.org/langdoc?language=tete1250,119,4,15,8,4,4,5,5,0,1,5,9,1,7,0,0,0,ok
wole1240,https://glottolog.org/langdoc?language=wole1240,35,1,1,1,0,1,4,5,0,0,24,3,0,0,0,0,0,ok
nant1250,https://glottolog.org/langdoc?language=nant1250,17,0,1,1,1,1,0,3,0,0,2,2,0,1,2,0,0,ok
phum1235,https://glottolog.org/langdoc?language=phum1235,3,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,ok
riog1239,https://glottolog.org/langdoc?language=riog1239,4,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,ok
bagv1239,https://glottolog.org/langdoc?language=bagv1239,16,2,1,3,0,3,0,4,0,0,0,2,0,1,0,0,0,ok
nort2961,https://glottolog.org/langdoc?language=nort2961,32,0,0,3,0,0,1,1,0,0,24,1,0,0,0,0,0,ok
arua1260,https://glottolog.org/langdoc?language=arua1260,15,0,0,0,0,0,5,7,2,0,1,11,1,0,0,0,0,ok
lote1237,https://glottolog.org/langdoc?language=lote1237,46,0,0,2,1,0,1,2,0,0,0,3,0,0,0,0,0,ok
wich1262,https://glottolog.org/langdoc?language=wich1262,15,1,3,1,3,0,2,0,0,0,3,2,0,0,1,0,0,ok
boky1238,https://glottolog.org/langdoc?language=boky1238,20,1,2,0,0,0,9,4,1,0,2,9,1,0,0,1,0,ok
auyo1240,https://glottolog.org/langdoc?language=auyo1240,7,0,0,0,0,0,1,3,0,0,0,6,1,0,0,0,0,ok
fala1245,https://glottolog.org/langdoc?language=fala1245,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
lisu1250,https://glottolog.org/langdoc?language=lisu1250,47,6,12,6,2,0,9,5,3,0,7,7,0,0,1,0,0,ok
chor1275,https://glottolog.org/langdoc?language=chor1275,13,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,ok
uruu1244,https://glottolog.org/langdoc?language=uruu1244,36,1,7,2,0,1,6,5,1,0,12,3,1,0,4,0,0,ok
milu1241,https://glottolog.org/langdoc?language=milu1241,7,1,1,1,0,1,1,3,0,0,0,1,0,1,0,0,0,ok
sout2671,https://glottolog.org/langdoc?language=sout2671,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,ok
stod1241,https://glottolog.org/langdoc?language=stod1241,10,0,5,0,0,0,2,3,0,0,1,2,0,0,1,0,0,ok
kwat1244,https://glottolog.org/langdoc?language=kwat1244,7,0,0,0,0,0,4,1,1,0,0,4,0,0,1,0,0,ok
suun1239,https://glottolog.org/langdoc?language=suun1239,14,1,2,0,0,0,2,5,0,0,2,9,2,1,0,0,0,ok
taun1248,https://glottolog.org/langdoc?language=taun1248,4,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,0,ok
kofa1236,https://glottolog.org/langdoc?language=kofa1236,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ok
yuta1240,https://glottolog.org/langdoc?language=yuta1240,2,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,ok
kara1497,https://glottolog.org/langdoc?language=kara1497,3,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,ok
akeu1235,https://glottolog.org/langdoc?language=akeu1235,13,1,0,0,2,0,3,5,2,0,1,3,0,1,0,0,0,ok
werg1234,https://glottolog.org/langdoc?language=werg1234,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,ok
buru1308,https://glottolog.org/langdoc?language=buru1308,15,0,0,0,0,0,9,2,2,0,1,8,0,0,0,0,0,ok
chia1262,https://glottolog.org/langdoc?language=chia1262,20,3,1,1,0,1,3,5,0,0,2,3,1,1,0,0,0,ok
sema1265,https://glottolog.org/langdoc?language=sema1265,14,0,1,0,0,1,4,6,2,0,4,4,0,0,0,0,0,ok
dzao1238,https://glottolog.org/langdoc?language=dzao1238,15,1,1,1,3,0,1,5,3,0,1,5,1,0,0,0,0,ok
stan1325,https://glottolog.org/langdoc?language=stan1325,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
karo1299,https://glottolog.org/langdoc?language=karo1299,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,ok
many1258,https://glottolog.org/langdoc?language=many1258,41,1,2,1,2,1,4,5,0,0,5,5,0,1,0,0,0,ok
kony1248,https://glottolog.org/langdoc?language=kony1248,27,3,1,2,1,0,9,11,1,0,4,12,1,0,0,0,0,ok
waja1257,https://glottolog.org/langdoc?language=waja1257,35,0,3,1,1,1,5,8,0,1,1,0,1,0,0,0,0,ok
siku1242,https://glottolog.org/langdoc?language=siku1242,5,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,ok
yawa1261,https://glottolog.org/langdoc?language=yawa1261,25,1,2,0,1,0,1,6,0,0,3,7,0,1,1,0,0,ok
gnau1240,https://glottolog.org/langdoc?language=gnau1240,9,0,0,0,0,0,1,3,0,0,4,2,0,0,0,0,0,ok
toch1257,https://glottolog.org/langdoc?language=toch1257,9,0,0,0,2,1,3,5,0,0,0,3,0,1,0,0,0,ok
kwer1265,https://glottolog.org/langdoc?language=kwer1265,4,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,ok
kior1239,https://glottolog.org/langdoc?language=kior1239,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,ok
arit1239,https://glottolog.org/langdoc?language=arit1239,5,0,0,0,0,0,2,3,0,0,0,5,0,0,0,0,0,ok
mich1243,https://glottolog.org/langdoc?language=mich1243,46,1,6,0,5,2,1,5,0,0,1,0,0,8,7,0,0,ok
nyab1255,https://glottolog.org/langdoc?language=nyab1255,34,0,2,2,2,0,2,2,0,0,0,3,0,0,0,0,0,ok
arut1244,https://glottolog.org/langdoc?language=arut1244,24,0,0,0,0,1,5,9,2,0,3,9,1,1,2,0,0,ok
huba1236,https://glottolog.org/langdoc?language=huba1236,13,1,1,1,0,0,4,2,0,1,1,6,0,0,0,0,0,ok
sout1404,https://glottolog.org/langdoc?language=sout1404,12,2,2,0,0,0,0,1,0,0,0,1,0,3,3,0,0,ok
basa1286,https://glottolog.org/langdoc?language=basa1286,6,0,2,0,0,0,1,1,1,0,2,2,0,0,0,0,0,ok
kaba1281,https://glottolog.org/langdoc?language=kaba1281,16,2,0,2,0,0,3,2,1,0,1,6,0,0,1,0,0,ok
mati1250,https://glottolog.org/langdoc?language=mati1250,64,1,0,1,1,0,1,4,0,0,1,2,0,1,0,0,0,ok
fiji1243,https://glottolog.org/langdoc?language=fiji1243,61,7,10,10,0,0,5,6,1,0,12,7,1,2,1,0,0,ok
nort2697,https://glottolog.org/langdoc?language=nort2697,53,12,12,7,0,4,1,3,0,1,1,3,0,1,0,0,0,ok
nook1247,https://glottolog.org/langdoc?language=nook1247,6,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,ok
mbre1244,https://glottolog.org/langdoc?language=mbre1244,15,2,2,1,0,1,4,3,1,0,0,1,0,0,1,0,0,ok
rawo1244,https://glottolog.org/langdoc?language=rawo1244,9,0,0,0,0,0,1,4,2,0,0,4,0,2,0,0,0,ok
jita1239,https://glottolog.org/langdoc?language=jita1239,36,3,4,0,4,0,1,10,1,0,0,8,1,3,0,0,0,ok
bipi1237,https://glottolog.org/langdoc?language=bipi1237,5,0,0,0,0,0,3,2,0,0,0,2,0,1,0,0,0,ok
naro1251,https://glottolog.org/langdoc?language=naro1251,16,0,1,0,0,0,3,5,2,0,2,9,0,0,2,0,0,ok
nkoa1234,https://glottolog.org/langdoc?language=nkoa1234,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ok
urat1244,https://glottolog.org/langdoc?language=urat1244,34,1,2,0,0,0,1,3,0,0,2,2,0,0,1,1,0,ok
tama1335,https://glottolog.org/langdoc?language=tama1335,3,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,ok
looo1238,https://glottolog.org/langdoc?language=looo1238,5,0,0,0,0,0,2,3,2,0,1,3,0,0,0,0,0,ok
bago1245,https://glottolog.org/langdoc?language=bago1245,7,0,1,0,0,0,2,3,2,0,0,2,0,0,0,0,0,ok
kabu1256,https://glottolog.org/langdoc?language=kabu1256,154,12,12,15,2,0,0,0,3,1,1,1,0,2,1,0,0,ok
zena1248,https://glottolog.org/langdoc?language=zena1248,31,4,5,0,0,1,1,4,0,1,4,3,0,1,1,0,0,ok
meny1245,https://glottolog.org/langdoc?language=meny1245,34,0,2,2,1,0,2,1,1,0,0,5,0,1,0,0,0,ok
sasa1249,https://glottolog.org/langdoc?language=sasa1249,38,6,5,0,0,0,10,3,1,2,2,4,0,13,1,0,0,ok
barr1251,https://glottolog.org/langdoc?language=barr1251,58,0,1,0,0,0,0,2,0,0,5,1,0,0,0,0,0,ok
mann1248,https://glottolog.org/langdoc?language=mann1248,28,1,5,6,0,0,4,2,0,1,3,7,1,1,0,0,0,ok
juwa1238,https://glottolog.org/langdoc?language=juwa1238,6,0,0,0,0,0,1,4,1,0,0,3,0,0,1,0,0,ok
paum1247,https://glottolog.org/langdoc?language=paum1247,48,3,2,5,0,1,3,3,0,0,2,3,0,4,3,0,0,ok
nawa1258,https://glottolog.org/langdoc?language=nawa1258,8,0,1,0,0,1,4,1,0,0,0,1,0,0,0,0,0,ok
seru1244,https://glottolog.org/langdoc?language=seru1244,8,0,0,0,0,0,6,2,1,0,1,7,0,1,0,0,0,ok
kaya1328,https://glottolog.org/langdoc?language=kaya1328,12,0,0,0,0,0,5,4,1,0,3,7,0,0,1,0,0,ok
dyan1251,https://glottolog.org/langdoc?language=dyan1251,23,1,2,2,0,1,2,1,0,0,1,3,1,2,0,0,0,ok
snoh1241,https://glottolog.org/langdoc?language=snoh1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
dayy1236,https://glottolog.org/langdoc?language=dayy1236,7,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,ok
trum1247,https://glottolog.org/langdoc?language=trum1247,41,1,3,3,0,1,1,6,0,0,2,5,0,1,2,0,0,ok
soul1243,https://glottolog.org/langdoc?language=soul1243,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ok
chic1271,https://glottolog.org/langdoc?language=chic1271,7,0,0,0,1,0,4,3,1,0,1,4,2,0,0,0,0,ok
telu1262,https://glottolog.org/langdoc?language=telu1262,124,3,18,18,2,0,5,9,2,0,29,15,0,6,6,0,0,ok
marg1254,https://glottolog.org/langdoc?language=marg1254,24,0,0,0,0,0,0,5,0,0,0,2,0,2,0,0,0,ok
daat1234,https://glottolog.org/langdoc?language=daat1234,6,0,1,0,0,0,2,1,0,0,2,3,0,0,0,0,0,ok
muon1246,https://glottolog.org/langdoc?language=muon1246,29,4,3,1,5,1,1,8,0,0,8,10,1,0,0,0,0,ok
ungg1244,https://glottolog.org/langdoc?language=ungg1244,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,ok
nalu1239,https://glottolog.org/langdoc?language=nalu1239,13,0,0,0,1,1,2,3,1,0,0,7,0,0,2,0,0,ok
mala1495,https://glottolog.org/langdoc?language=mala1495,6,0,0,0,0,0,1,4,3,0,0,6,1,0,0,0,0,ok
womn1235,https://glottolog.org/langdoc?language=womn1235,7,0,0,0,0,0,2,1,0,0,2,2,0,0,1,0,0,ok
kita1249,https://glottolog.org/langdoc?language=kita1249,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,ok
